read_id,pmds
NC_000917.1:-:664:706:42,2.9851987395364215
NC_000917.1:-:898:959:61,4.539675019072488
NC_000917.1:-:1176:1221:45,-0.9028863842434138
NC_000917.1:-:1516:1569:53,-1.058342894576423
NC_000917.1:+:1595:1649:54,-0.35620581834055526
NC_000917.1:+:1952:2013:61,-0.6122851890192123
NC_000917.1:-:2079:2133:54,-0.4682276659166816
NC_000917.1:+:2209:2253:44,4.3973630048799865
NC_000917.1:-:2485:2535:50,3.0966864733740924
NC_000917.1:+:3699:3752:53,-0.8871768817679622
NC_000917.1:-:3705:3768:63,3.495237260190424
NC_000917.1:+:4385:4431:46,-0.7392738948976321
NC_000917.1:+:4708:4745:37,-1.033042478814845
NC_000917.1:-:5947:5988:41,-0.3736254769077976
NC_000917.1:-:6323:6353:30,-0.5422204939064822
NC_000917.1:+:6403:6448:45,3.789685047512509
NC_000917.1:-:6902:6977:75,-0.8384043724109087
NC_000917.1:+:7058:7091:33,3.5340412227540767
NC_000917.1:+:8371:8442:71,4.710245889910068
NC_000917.1:+:8942:8983:41,-1.1229265880187356
NC_000917.1:+:9112:9165:53,-0.6348755796576471
NC_000917.1:+:9493:9584:91,0.15965101893643743
NC_000917.1:+:10435:10505:70,5.5956168342890305
NC_000917.1:+:10737:10801:64,-0.6743469803829318
NC_000917.1:-:11424:11458:34,3.978573670073141
NC_000917.1:-:13297:13366:69,-0.6988774234786043
NC_000917.1:-:13322:13358:36,-0.7691343181697781
NC_000917.1:-:13477:13512:35,-0.8320137623970577
NC_000917.1:-:13485:13517:32,3.3518729265777205
NC_000917.1:+:7734:7784:50,-0.7415858885446976
NC_000917.1:-:14257:14311:54,8.202871358358662
NC_000917.1:+:14395:14439:44,-0.23578861296642079
NC_000917.1:-:14487:14544:57,-1.1715403011563084
NC_000917.1:+:14704:14749:45,0.44742668218949394
NC_000917.1:+:14815:14850:35,-0.3913771421869784
NC_000917.1:-:14926:14961:35,-0.8760297684310357
NC_000917.1:-:15179:15256:77,2.3901572051223567
NC_000917.1:+:15573:15664:91,-0.5784515274591044
NC_000917.1:-:17029:17069:40,-1.0234332545756553
NC_000917.1:-:18576:18613:37,-0.1128168841982803
NC_000917.1:-:18707:18773:66,-1.0674329833382914
NC_000917.1:+:19121:19183:62,11.273452582482204
NC_000917.1:+:20065:20095:30,10.978455223038628
NC_000917.1:-:20166:20203:37,-0.2990196296579116
NC_000917.1:+:20231:20274:43,10.304089718843858
NC_000917.1:-:20746:20806:60,3.2447739020148196
NC_000917.1:+:22129:22199:70,2.76695776768701
NC_000917.1:+:22139:22205:66,6.5067121105054095
NC_000917.1:+:22163:22203:40,3.6497549157422786
NC_000917.1:+:22327:22402:75,-0.787940173876062
NC_000917.1:-:22342:22383:41,-0.6335657534414073
NC_000917.1:+:22602:22648:46,-0.6714613049665022
NC_000917.1:+:22942:23006:64,-0.9616480149907233
NC_000917.1:+:23060:23156:96,3.456780826151048
NC_000917.1:-:23699:23798:99,0.13372639840131165
NC_000917.1:-:23709:23741:32,4.121188149378828
NC_000917.1:+:23800:23830:30,10.402478371173897
NC_000917.1:-:24606:24662:56,-0.4966990763054151
NC_000917.1:-:24805:24863:58,-1.3559796167233564
NC_000917.1:-:25239:25271:32,-0.5618860105652149
NC_000917.1:-:25428:25475:47,-0.7827351143426782
NC_000917.1:+:26295:26333:38,1.6886200901502162
NC_000917.1:-:26768:26862:94,-1.1093814179031125
NC_000917.1:-:26995:27034:39,2.4251041273646563
NC_000917.1:-:27104:27150:46,3.516517425918654
NC_000917.1:-:27447:27515:68,3.9868692935949372
NC_000917.1:+:27470:27539:69,-0.5147735518400767
NC_000917.1:-:27777:27832:55,1.1480989402241693
NC_000917.1:-:28003:28046:43,-0.812055640273833
NC_000917.1:+:29193:29231:38,4.2455242544611735
NC_000917.1:+:29371:29427:56,-0.6643457650069973
NC_000917.1:+:30130:30213:83,0.8712383171721592
NC_000917.1:+:30453:30529:76,-0.5987749415508716
NC_000917.1:-:30777:30811:34,3.7789859865574096
NC_000917.1:-:31062:31097:35,3.775797990219432
NC_000917.1:-:31498:31566:68,3.1374983858127354
NC_000917.1:-:31670:31724:54,3.8844743177653465
NC_000917.1:+:31678:31728:50,-0.7407281437267375
NC_000917.1:-:31762:31818:56,-0.9443129076376634
NC_000917.1:+:33966:33998:32,-0.3707352660382043
NC_000917.1:-:34254:34297:43,-0.6222284657634852
NC_000917.1:+:34267:34319:52,-1.1355087816483957
NC_000917.1:-:34348:34381:33,2.868645500912174
NC_000917.1:-:34612:34653:41,1.7873591635975854
NC_000917.1:+:34916:34957:41,-0.24856819075020922
NC_000917.1:+:35457:35506:49,-1.040307471109539
NC_000917.1:-:35698:35754:56,-1.1542265124245843
NC_000917.1:+:36896:36936:40,3.658046385675506
NC_000917.1:+:36954:37017:63,-0.5415242933513849
NC_000917.1:+:37184:37276:92,7.425883442410015
NC_000917.1:+:38261:38319:58,-1.0392613892739646
NC_000917.1:-:38330:38397:67,-0.8349814303648596
NC_000917.1:+:38417:38448:31,-0.3688324622873933
NC_000917.1:+:39939:39981:42,-0.9568347440904472
NC_000917.1:-:41318:41357:39,-0.3766760597538594
